    1    25.06062
    2    16.67887
    3     7.32919
    4     6.72710
    5     4.84034
    6     4.38257
    7     3.92943
    8     3.50187
    9     2.92827
   10     2.90606
   11     2.13636
   12     1.97188
   13     1.73397
   14     1.65111
   15     1.61607
   16     1.48822
   17     1.34250
   18     1.22971
   19     1.18448
   20     1.13089
   21     1.10001
   22     0.98574
   23     0.95800
   24     0.92058
   25     0.90705
   26     0.84862
   27     0.78518
   28     0.76012
   29     0.75068
   30     0.70193
   31     0.68914
   32     0.61643
   33     0.57804
   34     0.55994
   35     0.54527
   36     0.52437
   37     0.50286
   38     0.49174
   39     0.47781
   40     0.45493
