    1   145.03975
    2    50.09234
    3    24.76930
    4    18.39334
    5    14.05362
    6     8.01689
    7     7.08094
    8     5.48595
    9     4.49396
   10     3.97697
   11     3.81712
   12     3.25163
   13     3.01218
   14     2.71168
   15     2.44821
   16     2.42143
   17     2.14732
   18     2.03613
   19     1.95160
   20     1.84708
   21     1.60627
   22     1.55131
   23     1.52436
   24     1.46226
   25     1.40734
   26     1.31124
   27     1.22486
   28     1.19859
   29     1.13397
   30     1.04782
   31     0.99345
   32     0.94880
   33     0.90419
   34     0.87615
   35     0.85120
   36     0.81354
   37     0.76500
   38     0.72966
   39     0.68506
   40     0.68341
